title,source,category,published_at,url,description,date,hour,day_of_week,title_length,description_length,hours_since_published,trend_velocity
The U.S. is a big oil exporter. So why does it import most of the oil it consumes? - NPR,NPR,business,2026-03-22 12:04:28+00:00,https://www.npr.org/2026/03/22/nx-s1-5752447/the-u-s-is-a-big-oil-exporter-so-why-does-it-import-most-of-the-oil-it-consumes,NPR's Ayesha Rascoe talks to University of Texas engineering professor Hugh Daigle about why the U.S. imports most of the oil it consumes despite being one of the world's largest oil exporters.,2026-03-22,12,Sunday,88,193,310.6871015088889,0.282334429541642
Are investors betting on stagflation? - Financial Times,Financial Times,business,2026-03-22 12:00:08+00:00,https://www.ft.com/content/44584af5-a4ec-470d-8880-1323c4be21da?syn-25a6b1a6\\u003d1,Market Questions is the FT’s guide to the week ahead,2026-03-22,12,Sunday,55,52,310.7593237311111,0.17641813993488412
"The price of menstrual products is skyrocketing from inflation, tariffs - CNBC",CNBC,business,2026-03-22 12:00:01+00:00,https://www.cnbc.com/2026/03/22/menstrual-products-tampons-feminine-care-prices-inflation.html,"With rising inflation and changing tariff policies, menstrual products have seen a drastic rise in price over the past few years.",2026-03-22,12,Sunday,78,129,310.76126817555553,0.2501914380078718
"Trump Destroyed the EV Industry, Just When We Need It Most - The Bulwark",The Bulwark,business,2026-03-22 11:31:08+00:00,https://www.thebulwark.com/p/trump-electric-vehicle-ev-industry-chevy-bolt-gas-prices,Those gas guzzlers he loves sound a lot less appealing when filling them costs $4 a gallon.,2026-03-22,11,Sunday,72,91,311.2426570644444,0.23058989017358947
I'm a 24-year-old with the 'hottest job in AI.' These are the skills you need to get a role like mine. - Business Insider,Business Insider,business,2026-03-22 10:59:00+00:00,https://www.businessinsider.com/hottest-job-ai-forward-deployed-engineer-skills-need-2026-3,"A software engineer landed a role as a forward-deployed engineer. Here's why it's the ""hottest job in AI,"" and how he broke in.",2026-03-22,10,Sunday,121,127,311.77821262,0.38685559005673176
"Trump touted bigger tax refunds this year, but Americans will likely spend them on gas - AP News",Associated Press,business,2026-03-22 10:25:00+00:00,https://apnews.com/article/trump-tax-refunds-gas-prices-859494e746561a3343dcd57836c3dc83,"Spiking gas prices in the U.S. are on track to eat up tax refunds this year, leaving most Americans with little extra to spend. Oil and gas prices have soared since the start of the Iran war. The nationwide average price of gas is $3.94 a gallon, up nearly a …",2026-03-22,10,Sunday,96,260,312.34487928666664,0.3063716892982108
Mark Cuban bought a $25 million mansion sight unseen for 50% off - Fortune,Fortune,business,2026-03-22 10:03:00+00:00,https://fortune.com/2026/03/22/mark-cuban-buying-home-at-discount-foreclosure-deals-investing-advice-billionaire-real-estate-strategy/,"Cuban dropped millions on a mansion he'd never set foot in, but has zero regrets. The deal captures how billionaires think differently about money.",2026-03-22,10,Sunday,74,147,312.7115459533333,0.23588548446670177
"AI may be helping more people start their own businesses, but without many employees - Fortune",Fortune,business,2026-03-22 10:03:00+00:00,https://fortune.com/2026/03/22/ai-entrepreneurs-startups-layoffs-block-jack-dorsey-american-workers-future-of-work/,The 21-year-old cofounders of one startup said they are bringing in $1 million per month with 13 employees thanks to AI.,2026-03-22,10,Sunday,94,120,312.7115459533333,0.2996383181063509
Only Prime Members Get Early Access to These 25 Amazon Big Spring Sale Travel Deals From $7—Up to 51% Off - Travel + Leisure,Travel+Leisure,business,2026-03-22 10:00:00+00:00,https://www.travelandleisure.com/amazon-big-spring-sale-2026-best-early-prime-exclusive-deals-11930336,"Amazon’s Big Spring Sale hasn’t officially kicked off yet, but Prime members already have access to early travel deals up to 51 percent off. Shop the best deals before they’re gone.",2026-03-22,10,Sunday,124,181,312.7615459533333,0.39520458003621284
Shockwave of War Is Rippling Through the Global Economy - Yahoo Finance,Yahoo Entertainment,business,2026-03-22 07:55:13+00:00,https://finance.yahoo.com/economy/articles/shockwave-war-rippling-global-economy-075513914.html,Every purchasing manager index for which Bloomberg collects estimates is anticipated to show a decline when initial numbers for March are released on Tuesday...,2026-03-22,7,Sunday,71,160,314.84126817555557,0.22479646314152882
Apple CEO Praises China Partners as Beijing Applies Pressure - Bloomberg.com,Bloomberg,business,2026-03-22 06:24:00+00:00,https://www.bloomberg.com/news/articles/2026-03-22/apple-ceo-praises-china-partners-as-beijing-applies-pressure,"Apple Inc. Chief Executive Officer Tim Cook commended Chinese developers and the company’s partners in the country, days after the ruling party’s flagship newspaper criticized the iPhone maker for monopolistic policies.",2026-03-22,6,Sunday,76,219,316.36154595333335,0.23947450776275042
China touts itself as ‘harbour of stability’ to global CEOs - Financial Times,Financial Times,business,2026-03-22 06:23:48+00:00,https://www.ft.com/content/53f9a706-ec15-4f0c-9b4f-71a6f3fc72e1?syn-25a6b1a6\\u003d1,Premier Li Qiang paints contrast to US at business gathering in Beijing as Donald Trump gets bogged down in Iran,2026-03-22,6,Sunday,77,112,316.3648792866667,0.24262293979431823
"Nvidia Wants You to Build an 'OpenClaw Strategy'—If You Don't Know What That Means, You're Already Behind - inc.com",Inc.,business,2026-03-22 01:50:21+00:00,https://www.inc.com/kevin-haynes/nvidia-wants-you-to-build-an-openclaw-strategy-if-you-dont-know-what-that-means-youre-already-behind/91320500,"CEO Jensen Huang hails ""the new computer""—and ""the single most important release of software, probably ever.""",2026-03-22,1,Sunday,115,109,320.9223792866667,0.3572289700853458
"Bath Iron Works union votes against company's offer, will strike March 23 - newscentermaine.com",NewsCenterMaine.com WCSH-WLBZ,business,2026-03-22 00:14:00+00:00,https://www.newscentermaine.com/article/money/business/bath-iron-works-workers-union-rejects-contract-offer-strike-march-23/97-ef48d664-5444-4235-b331-c5632b9c36b7,The union rejected Bath Iron Works' offer over wages and insurance during contract negotiations Saturday.,2026-03-22,0,Sunday,95,105,322.52821262,0.29363745198809676
"51,600 more satellites? Blue Origin adds another twist to the data center space race with Project Sunrise - GeekWire",GeekWire,business,2026-03-21 22:37:44+00:00,https://www.geekwire.com/2026/blue-origin-data-center-space-race-project-sunrise/,Blue Origin seeks FCC approval for a constellation that would complement its TeraWave network — and set up another rivalry with SpaceX.,2026-03-21,22,Saturday,116,135,324.13265706444446,0.35677744907983105
Ozempic Goes Generic —But Not in the US - newser.com,Newser,business,2026-03-21 22:20:00+00:00,https://www.newser.com/story/385725/ozempic-goes-generic-but-not-in-the-us.html,Lower-cost semaglutide generics expected to widen access across much of the globe,2026-03-21,22,Saturday,52,81,324.42821262,0.15978946502932737
Two Wendy's locations in Columbia to close this weekend - Columbia Missourian,Columbia Missourian,business,2026-03-21 21:45:00+00:00,https://www.columbiamissourian.com/news/local/two-wendys-locations-in-columbia-to-close-this-weekend/article_53c184dd-8c5a-4fb9-ba35-d52c25625a7d.html,"The restaurants on Ninth Street and Bernadette Drive will serve their last meals Saturday and Sunday, respectively.",2026-03-21,21,Saturday,77,115,325.0115459533333,0.23618795394142914
Elon Musk Found Liable For Misleading Twitter Shareholders Ahead Of $44B Acquisition - Deadline,Deadline,business,2026-03-21 20:26:00+00:00,http://deadline.com/2026/03/elon-musk-found-liable-misleading-twitter-shareholders-1236762349/,Elon Musk has been found liable by a California jury for misleading Twitter shareholders amid his $44 billion acquisition of the platform.,2026-03-21,20,Saturday,95,138,326.32821262,0.2902285728431446
OpenAI cofounder says he hasn't written a line of code in months and is in a 'state of psychosis' - Fortune,Fortune,business,2026-03-21 19:18:00+00:00,https://fortune.com/2026/03/21/andrej-karpathy-openai-cofounder-ai-agents-coding-state-of-psychosis-openclaw/,"""I don't think a normal person actually realizes that this happened or how dramatic it was.""",2026-03-21,19,Saturday,107,92,327.4615459533333,0.32576111669157826
Jensen Huang says CEOs ‘out of imagination’ for culling workers because of AI. Why he’s doubting his biggest customers - Yahoo Finance,Yahoo Entertainment,business,2026-03-21 18:30:00+00:00,https://finance.yahoo.com/sectors/technology/articles/jensen-huang-says-ceos-imagination-183000742.html,"The Nvidia CEO's framework was clear: it's a leadership failure, not a technology constraint.",2026-03-21,18,Saturday,134,93,328.2615459533333,0.4069713018324709
Trump Meets Diesel Shock: This Scary Chart Shows Inflation Hitting 8% - Yahoo Finance,Yahoo Entertainment,business,2026-03-21 16:31:26+00:00,https://finance.yahoo.com/economy/articles/trump-meets-diesel-shock-scary-163126707.html,"While crude oil prices soar above triple digits amid the ongoing disruption to shipping through the Strait of Hormuz, President Donald Trump‘s next political...",2026-03-21,16,Saturday,85,160,330.2376570644444,0.25661333543203607
OpenAI’s First Advertisers Can’t Prove ChatGPT Ads Work - The Information,The Information,business,2026-03-21 16:00:00+00:00,https://www.theinformation.com/articles/openais-first-advertisers-prove-chatgpt-ads-work,"As OpenAI prepares to open up ad sales to more marketers next month, it is trying to address what some advertisers say was lacking in the initial ad sales offering. Among other things, the ChatGPT creator is planning to streamline the process of ad buying, ei…",2026-03-21,16,Saturday,73,260,330.7615459533333,0.22003755676454564
"Iran war cuts off helium from Qatar, and shortages will start to bite in a few weeks - Fortune",Fortune,business,2026-03-21 15:48:00+00:00,https://fortune.com/2026/03/21/iran-war-helium-shortage-qatar-chip-supply-chains-ai-boom/,"Qatar supplies a third of the world's helium, according to the U.S. Geological Survey, but the nation had to halt production shortly after the war erupted three weeks ago.",2026-03-21,15,Saturday,94,171,330.9615459533333,0.2831653278696756
"Therapists Go on Strike, Saying They’re Being Replaced by AI - Futurism",Futurism,business,2026-03-21 15:00:00+00:00,http://futurism.com/health-medicine/mental-health-workers-ai-strike,"More than 25,000 health care workers declared a one-day strike in a protest against the threat of AI automation.",2026-03-21,15,Saturday,71,112,331.7615459533333,0.2133659999582917
U.S. Postal Worker Caught on Video Throwing Jewish Boy to The Ground - TMZ,TMZ,business,2026-03-21 12:40:04+00:00,https://www.tmz.com/2026/03/21/us-postal-worker-throws-jewish-boy-in-viral-video/,"A mailman went totally postal on a 4-year-old Jewish boy in New York, throwing him to the ground with such force his yarmulke flew off his head.",2026-03-21,12,Saturday,74,144,334.09376817555557,0.22083370992811605
"Ethereum, XRP, and Solana Price Prediction As CLARITY Act Advances After Senate–White House Deal - CoinGape",Coingape,business,2026-03-21 11:18:43+00:00,https://coingape.com/markets/ethereum-xrp-and-solana-price-prediction-as-clarity-act-advances-after-senate-white-house-deal/,"Ethereum, XRP, and Solana price hold gains as the Clarity Act deal lifts sentiment, while Bitcoin steadies above $70K support level.",2026-03-21,11,Saturday,107,132,335.44960150888886,0.31802682933828086
Security News This Week: Cyberattack on a Car Breathalyzer Firm Leaves Drivers Stuck - WIRED,Wired,business,2026-03-21 10:30:00+00:00,https://www.wired.com/story/security-news-this-week-cyberattack-on-a-car-breathalyzer-firm-leaves-drivers-stuck/,"Plus: The FBI admits it’s buying phone data to track Americans, Iranian hackers disrupt medical care at Maryland hospitals, and more.",2026-03-21,10,Saturday,92,133,336.2615459533333,0.272785323746129
"Actually, Mark Zuckerberg didn't burn $80 billion on the metaverse - Business Insider",Business Insider,business,2026-03-21 10:03:00+00:00,https://www.businessinsider.com/meta-mark-zuckerberg-metaverse-80-billion-loss-ai-2026-3,"In 2021,  Zuckerberg said Facebook was becoming a metaverse company. He's stopped saying that — but he's still putting money into metaverse-y things.",2026-03-21,10,Saturday,85,149,336.7115459533333,0.25169408928572945
"Magnetic Fluid Injected Into The Heart May Prevent Strokes, Scientists Think - ScienceAlert",ScienceAlert,health,2026-03-23 02:04:10+00:00,https://www.sciencealert.com/magnetic-fluid-injected-into-the-heart-may-prevent-strokes-scientists-think,"Millions of people have a heart rhythm disorder called atrial fibrillation, which causes the heart's upper chambers or atria to beat chaotically rather than in a smooth, coordinated rhythm.",2026-03-23,2,Monday,91,189,296.69210150888887,0.30568496624114433
"Research to help dogs live longer, healthier lives could unlock secrets for people to age better, too - CBS News",CBS News,health,2026-03-22 23:45:11+00:00,https://www.cbsnews.com/news/longer-healthier-dog-lives-research-could-unlock-secrets-for-people-60-minutes-transcript/,"The Dog Aging Project is working to help dogs live longer, healthier lives. The research results may help humans age well, too.",2026-03-22,23,Sunday,112,127,299.0084903977778,0.37332276780400614
Scientists Identified a Speech Trait That Foreshadows Cognitive Decline - ScienceAlert,ScienceAlert,health,2026-03-22 23:22:25+00:00,https://www.sciencealert.com/scientists-identified-a-speech-trait-that-foreshadows-cognitive-decline,"Early signs of Alzheimer's disease may be hidden in the way a person speaks, but it's not yet clear which details of our diction are most critical for diagnosis.",2026-03-22,23,Sunday,86,161,299.3879348422222,0.286296452103415
Walking At This Time Of Day Unlocks Surprising Health Benefits. Are You Missing Out? - AOL.com,Women's Health,health,2026-03-22 23:17:43+00:00,https://www.womenshealthmag.com/fitness/a70796050/optimal-time-to-go-on-a-walk-science-says/,"Experts explain the best time of day to go on a walk, depending on your goals from weight loss to digestion. There are benefits for morning, afternoon, and e...",2026-03-22,23,Sunday,94,160,299.46626817555557,0.31284709784819487
Are Pumpkin Seeds Healthier Than Chia Seeds? Nutritionists Weigh In - marthastewart.com,Martha Stewart,health,2026-03-22 21:00:00+00:00,https://www.marthastewart.com/pumpkin-seeds-vs-chia-seeds-11930761,"Pumpkin seeds and chia seeds are both considered superfoods and have a unique combination of nutrients, offering plant protein, dietary fiber, and healthy fats. But is one healthier than the other?",2026-03-22,21,Sunday,87,197,301.7615459533333,0.2873548545475121
IDing Counterfeit Drugs Might Be Easier Than You Think - Hackaday,Hackaday,health,2026-03-22 20:00:00+00:00,https://hackaday.com/2026/03/22/iding-counterfeit-drugs-might-be-easier-than-you-think/,"Odds are, you’ve taken pills before; it’s a statistical certainty that some of you reading this took several this morning. Whenever you do, you’re at the mercy of the manufacturer…",2026-03-22,20,Sunday,65,180,302.7615459533333,0.21398363573638746
"21 People Treated with Unsterilized Surgical Tools at Hospital. Patients Were Not Told for Weeks, Despite Risk of HIV - Yahoo News UK",PEOPLE,health,2026-03-22 19:36:06+00:00,https://people.com/21-patients-treated-with-unsterilized-surgical-tools-at-uk-hospital-11931865,"One of the patients was a 15-year-old boy, who will now need to do follow-up testing to ensure he is disease-free for the next six months, per his parents",2026-03-22,19,Sunday,133,154,303.15987928666664,0.4372700315107939
The mind-controlling zombie that makes our closest cousins seek out their own killers… and it could affect humans too - BBC Wildlife Magazine,Discoverwildlife.com,health,2026-03-22 19:28:17+00:00,https://www.discoverwildlife.com/animal-facts/mammals/toxoplasma-gondii-chimpanzees,Could a parasite encourage chimpanzees into encounters with leopards?,2026-03-22,19,Sunday,141,69,303.29015706444443,0.4633735161211217
5 Daily Exercises That Restore Full-Body Strength Faster Than Gym Sessions After 60 - Eat This Not That,Eatthis.com,health,2026-03-22 18:26:16+00:00,https://www.eatthis.com/restore-full-body-strength-after-60-daily-exercises/,Restore full-body strength after 60 with 5 at-home exercises recommended by a certified fitness expert. No gym required.,2026-03-22,18,Sunday,103,120,304.32376817555553,0.33734681258347665
Your Thymus and Your Healthspan - Ground Truths | Eric Topol,Substack.com,health,2026-03-22 18:18:18+00:00,https://erictopol.substack.com/p/your-thymus-and-your-healthspan,New landmark studies using AI to determine thymus health and its link to major outcomes,2026-03-22,18,Sunday,60,87,304.4565459533333,0.19642728497678558
Scientists say marijuana doesn't ease anxiety or other mental health conditions - ABC7 Los Angeles,KABC-TV,health,2026-03-22 18:08:57+00:00,https://abc7.com/post/scientists-say-marijuana-doesnt-ease-anxiety-other-mental-health-conditions/18724550/,"Using medical or recreational marijuana to ease symptoms of numerous mental health conditions doesn't work, according to two new analyses of existing gold-standard research.",2026-03-22,18,Sunday,98,173,304.6123792866667,0.320667638623615
"Viruses That Jump to Humans Don't Need Special Mutations, Study Finds - sciencealert.com",ScienceAlert,health,2026-03-22 18:01:57+00:00,https://www.sciencealert.com/viruses-that-jump-to-humans-dont-need-special-mutations-study-finds,"When a virus jumps to humans from another species, it can seem like a supervillain bent on world domination – especially if it goes on to ignite a pandemic, as many zoonotic viruses have done in recent decades.",2026-03-22,18,Sunday,88,210,304.7290459533333,0.28783657020743914
Kennedy’s latest MAHA-approved plan could supercharge peptide boom - Politico,Politico,health,2026-03-22 16:00:00+00:00,https://www.politico.com/news/2026/03/22/kennedys-latest-maha-approved-plan-could-supercharge-peptide-craze-00839137,"He indicated that the FDA will soon widen access to the small proteins, which biohackers tout as therapies for a range of ills",2026-03-22,16,Sunday,77,126,306.7615459533333,0.2501937003256271
Doctors couldn't explain her severe pain — until one saw something on an MRI - Houston Chronicle,Houston Chronicle,health,2026-03-22 15:34:37+00:00,https://www.houstonchronicle.com/health/article/severe-pain-rare-spinal-condition-22079535.php,"Spring teen Myra Fennell suffered from severe pain that one doctor dismissed as ""all in her head."" Then a Memorial Hermann doctor spotted something in an MRI.",2026-03-22,15,Sunday,96,158,307.1846015088889,0.31150161146916067
Welcome to allergy season. Here's how to protect yourself. - NBC News,NBC News,health,2026-03-22 15:30:41+00:00,https://www.nbcnews.com/health/health-news/allergy-season-how-to-prepare-rcna264612,"Allergy season can be miserable for tens of millions of Americans when trees, grass, and other pollens cause runny noses, itchy eyes, coughing and sneezing.",2026-03-22,15,Sunday,69,156,307.25015706444447,0.22384416818180075
TB in Ghana: Key figures and statistics revealed - GhanaWeb,GhanaWeb,health,2026-03-22 14:41:20+00:00,https://www.ghanaweb.com/GhanaHomePage/NewsArchive/TB-in-Ghana-Key-figures-and-statistics-revealed-2026911,"Ghana continues to battle a high burden of tuberculosis (TB), with health authorities estimating about 44,000 new cases each year.",2026-03-22,14,Sunday,59,130,308.07265706444446,0.19089362533838755
"US doctor shares 5 dietary additions to lower LDL cholesterol levels naturally: Omega-3s, garlic extract and more | Health - Hindustan Times",Hindustan Times,health,2026-03-22 14:08:17+00:00,https://www.hindustantimes.com/lifestyle/health/us-doctor-shares-5-dietary-additions-to-lower-ldl-cholesterol-levels-naturally-omega-3s-garlic-extract-and-more-101774187679429.html,Did you know high cholesterol levels can be lowered naturally? Dr Sood shares 5 dietary additions to reduce LDL levels. | Health,2026-03-22,14,Sunday,140,128,308.62349039777774,0.45216207536495373
Beyond ADHD: The ‘AuDHD’ Breakthrough That Is Redefining What It Means to Have an Entrepreneurial Brain - inc.com,Inc.,health,2026-03-22 12:59:24+00:00,https://www.inc.com/victoria-salves/beyond-adhd-the-audhd-breakthrough-that-is-redefining-what-it-means-to-have-an-entrepreneurial-brain/91318675,New research on ADHD and autism reveals a hidden neurotype with real advantages.,2026-03-22,12,Sunday,113,80,309.7715459533333,0.3636111525376539
"The Best Time to Take a Turmeric Supplement for Maximum Absorption, According to Dietitians - EatingWell",Eatingwell.com,health,2026-03-22 12:00:00+00:00,https://www.eatingwell.com/the-best-time-to-take-a-turmeric-supplement-for-maximum-absorption-11928650,"When it comes to turmeric, timing matters! Dietitians explain why taking turmeric supplements with fat is key for optimal absorption.",2026-03-22,12,Sunday,104,133,310.7615459533333,0.3335882867849502
Four truths about covid that have become clouded over time - The Washington Post,The Washington Post,health,2026-03-22 11:31:53+00:00,https://www.washingtonpost.com/health/2026/03/22/covid-pandemic-misconceptions/,"In the early days, the virus posed a graver threat to people and the health care system, Trump embraced lockdowns he now blasts, and the benefits of vaccines were oversold.",2026-03-22,11,Sunday,80,172,311.2301570644444,0.2562212463784783
Does your gut change as you age? Here’s what the latest research shows - San Francisco Chronicle,San Francisco Chronicle,health,2026-03-22 11:27:56+00:00,https://www.sfchronicle.com/health/aging-longevity/article/stomach-gut-microbiome-health-22082367.php,"Scientists say the gut microbiome may influence healthy aging, with diet, exercise and fewer processed foods helping support it.",2026-03-22,11,Sunday,96,128,311.29599039777776,0.307400680609837
How RFK Jr.’s vaccine agenda risks resurgence of deadly childhood plagues - Louisiana Illuminator,Lailluminator.com,health,2026-03-22 10:28:08+00:00,https://lailluminator.com/2026/03/22/kennedy-vaccine-2/,Kennedy is transforming a government that long championed the lifesaving benefits of vaccines into one that spreads doubts about their safety here and abroad.,2026-03-22,10,Sunday,97,158,312.2926570644444,0.3096146616039171
"'Predators that just run in and grab, stab and kill': The deep cave bacteria resistant to modern medicine - BBC",BBC News,health,2026-03-22 10:00:00+00:00,https://www.bbc.com/future/article/20260318-the-deep-cave-bacteria-resistant-to-modern-medicine,"In the brutal world of deep caves, bacteria live in a miniature world of terror. The weapons they have evolved can defeat antibiotics – but now they are inspiring powerful new drugs.",2026-03-22,10,Sunday,111,182,312.7615459533333,0.3537718418066099
The risk too many people are taking with Ozempic and other GLP-1s. - Slate,Slate Magazine,health,2026-03-22 09:45:00+00:00,https://slate.com/technology/2026/03/ozempic-wegovy-semaglutide-side-effects-gastroparesis.html,"It’s frustrating to watch, given my field of study.",2026-03-22,9,Sunday,74,51,313.0115459533333,0.23566012445605256
Genetic predisposition to coffee consumption and the association with the early risk of atherosclerosis - Nature,Nature.com,health,2026-03-22 09:20:07+00:00,https://www.nature.com/articles/s41598-026-44122-2,Scientific Reports - Genetic predisposition to coffee consumption and the association with the early risk of atherosclerosis,2026-03-22,9,Sunday,112,124,313.42626817555555,0.35620433575691696
"Waist size may be a better predictor of heart failure risk than BMI, study finds - Medical News Today",Medical News Today,health,2026-03-22 09:12:07+00:00,https://www.medicalnewstoday.com/articles/waist-size-better-predictor-heart-failure-risk-bmi-study,A new study indicated that excess fat stored around the waist or visceral fat was more strongly associated with heart failure risk than body mass index (BMI).,2026-03-22,9,Sunday,101,158,313.5596015088889,0.3210838248634605
This Overlooked Brain Region May Hold the Key to Strength in Aging - SciTechDaily,SciTechDaily,health,2026-03-22 05:40:41+00:00,https://scitechdaily.com/this-overlooked-brain-region-may-hold-the-key-to-strength-in-aging/,A new study reveals an unexpected connection between physical strength and brain activity.,2026-03-22,5,Sunday,81,90,317.0834903977778,0.2546501231444167
"4 Habits You Need to Break to Help Slow Aging, According to Doctors - EatingWell",Eatingwell.com,health,2026-03-22 05:30:00+00:00,https://www.eatingwell.com/habits-to-break-to-help-slow-aging-11928666,"Break the habits that may speed up aging. Learn how changing daily routines like sleep, stress, movement and diet can help support healthy aging.",2026-03-22,5,Sunday,80,145,317.2615459533333,0.2513655860005481
"Inspired by family, fuelled by science - Jamaica Observer",Jamaica Observer,health,2026-03-22 05:29:38+00:00,https://www.jamaicaobserver.com/2026/03/22/inspired-family-fuelled-science/,"Inspired by family, fuelled by science",2026-03-22,5,Sunday,57,38,317.26765706444445,0.17909454113478565
Scientists Identify “Good” Bacteria That May Prevent Long COVID - SciTechDaily,SciTechDaily,health,2026-03-22 05:15:54+00:00,https://scitechdaily.com/scientists-identify-good-bacteria-that-may-prevent-long-covid/,A small microbe in the respiratory tract may hold important clues about why long COVID persists.,2026-03-22,5,Sunday,78,96,317.49654595333334,0.24490061506484498
‘How Low Can You Go?’ The Shifting Guidelines for Blood Pressure Control - Noozhawk,Noozhawk,health,2026-03-22 04:21:07+00:00,http://www.noozhawk.com/how-low-can-you-go-the-shifting-guidelines-for-blood-pressure-control/,Noozhawk republishes news articles from KFF Health News on national and state health-related issues that affect Santa Barbara County readers.  The patient,2026-03-22,4,Sunday,83,154,318.4096015088889,0.2598544301984303
Golden Retriever Puppy Startles Herself Awake - Yahoo,DogTime,health,2026-03-22 03:00:00+00:00,https://dogtime.com/news/211301-golden-retriever-puppy-sleep-talk-video,"Sleep can be surprisingly active, even for animals. Many pet parents have noticed their dogs twitching, making noises, or even moving their paws as if they...",2026-03-22,3,Sunday,53,158,319.7615459533333,0.16523177627941354
Feeling dizzy when you stand up quickly? Cardiologist explains what it may reveal about blood pressure an - The Times of India,The Times of India,health,2026-03-22 02:14:00+00:00,https://timesofindia.indiatimes.com/health/feeling-dizzy-when-you-stand-up-quickly-cardiologist-explains-what-it-may-reveal-about-blood-pressure-and-hydration/articleshow/129636225.cms,"Health News: It often happens without warning. You get up from a chair, take a step, and suddenly the room feels like it is tilting. For a few seconds, your vision.",2026-03-22,2,Sunday,126,164,320.52821262,0.3918785196896978
We Asked 5 Dietitians How to Choose the Healthiest Chocolate—They All Said the Same Thing - EatingWell,Eatingwell.com,health,2026-03-22 00:00:00+00:00,https://www.eatingwell.com/how-dietitians-choose-the-healthiest-chocolate-11929915,"We asked five dietitians how to pick the healthiest chocolate, and they all said to choose chocolate with a high cocoa content, ideally 70% or more.",2026-03-22,0,Sunday,102,148,322.7615459533333,0.31504667949263554
Psychology says people who keep their phone on silent all the time aren't being rude or antisocial - they've learned that constant availability is a form of psychological labor they can no longer afford - VegOut,Vegoutmag.com,health,2026-03-21 22:48:26+00:00,https://vegoutmag.com/lifestyle/psychology-says-people-who-keep-their-phone-on-silent-all-the-time-arent-being-rude-or-antisocial-theyve-learned-that-constant-availability-is-a-form-of-psychological-labor-they-can-no-longer-af/,"It’s not about avoiding people - it’s about protecting their attention in a world that constantly demands it. What looks like distance is often a conscious boundary, where they’ve decided their time and mental energy aren’t up for continuous access.",2026-03-21,22,Saturday,211,249,323.9543237311111,0.6493220264845452
Research suggests people who read before bed every night have a fundamentally different brain than people who watch TV - Silicon Canals,Silicon Canals,health,2026-03-21 22:45:21+00:00,https://siliconcanals.com/gen-research-suggests-people-who-read-before-bed-every-night-have-a-fundamentally-different-brain-than-people-who-watch-tv/,"Most people end their day the same way: screen on, brain off. A show, a scroll, maybe both at once. It's the path of least resistance, and after a long day,",2026-03-21,22,Saturday,135,156,324.00571262,0.41537731417614615
It's not just vaccines — parents are refusing other routine preventive care for newborns - KSL.com,KSL.com,health,2026-03-21 22:17:39+00:00,https://www.ksl.com/article/51471277/its-not-just-vaccines--parents-are-refusing-other-routine-preventive-care-for-newborns,Doctors across the nation are alarmed that skepticism fueled by rising anti-science sentiment and medical mistrust is increasingly reaching beyond vaccines to other safe and routine care for babies.,2026-03-21,22,Saturday,98,198,324.46737928666664,0.3011054447754136
Blood Test Predicts Long-Term Cognitive Function After Cardiac Arrest - Neuroscience News,Neurosciencenews.com,health,2026-03-21 21:59:33+00:00,https://neurosciencenews.com/nfl-biomarker-cardiac-arrest-cognition-30362/,"Measuring neurofilament light chain levels 48 hours after cardiac arrest can predict long-term cognitive impairment, outperforming current standard blood tests. This biomarker offers a new way for clinicians to identify high-risk survivors and optimize post-a…",2026-03-21,21,Saturday,89,260,324.7690459533333,0.2731996827370435
Georgia Woman Went for Her Annual Eye Exam. Then She Got a ‘Shock’ Multiple Sclerosis Diagnosis - Yahoo Life UK,PEOPLE,health,2026-03-21 21:30:00+00:00,https://people.com/georgia-woman-annual-eye-exam-got-shock-multiple-sclerosis-diagnosis-11928044,Andrea Medford ended up having to go to the emergency room,2026-03-21,21,Saturday,111,58,325.2615459533333,0.34021784478357386
"Washtenaw County reports fourth suspected measles case, lists exposure locations - ClickOnDetroit | WDIV Local 4",WDIV ClickOnDetroit,health,2026-03-21 20:46:47+00:00,https://www.clickondetroit.com/news/local/2026/03/21/washtenaw-county-reports-fourth-suspect-measles-case-lists-exposure-locations/,"Washtenaw County Health Department announced a fourth suspected case of measles Saturday and published new exposure locations and times.

The latest case is a close contact of the first case announced March 11. Laboratory testing has not yet confirmed measles…",2026-03-21,20,Saturday,112,262,325.9818237311111,0.3425266845783502
"Ultra-processed foods may increase heart disease risk, new study finds - AOL.com",Medical News Today,health,2026-03-21 19:53:29+00:00,https://www.medicalnewstoday.com/articles/ultra-processed-foods-may-increase-heart-disease-risk-new-study-finds/,Research in different cohorts confirms that ultra-processed foods are linked to a heightened risk of heart disease. The association is strongest for Black Am...,2026-03-21,19,Saturday,80,160,326.8701570644444,0.24399902911650365
"Why Utah uses sewage to find measles, COVID, flu outbreaks - Deseret News",Deseret News,health,2026-03-21 17:04:03+00:00,https://www.deseret.com/lifestyle/2026/03/21/measles-outbreak-utah-public-health-lab-wastewater-surveillance/,What is wastewater? How does wastewater surveillance work? What viruses can wastewater surveillance detect? How does measles spread?,2026-03-21,17,Saturday,73,132,329.69404595333333,0.22074785105233363
